행정동코드,total_all_20231,solo_all_20231,total_20_20231,solo_20_20231,total_25_20231,solo_25_20231,total_30_20231,solo_30_20231,total_35_20231,solo_35_20231,total_40_20231,solo_40_20231,total_45_20231,solo_45_20231,total_50_20231,solo_50_20231,total_55_20231,solo_55_20231,total_60_20231,solo_60_20231,total_65_20231,solo_65_20231,total_70_20231,solo_70_20231,total_75_20231,solo_75_20231,자치구,행정동명
1101053,7845,1869,583,172,686,241,778,222,757,230,831,163,771,177,712,107,728,104,533,89,426,80,369,71,671,213,종로구,사직동
1101054,2370,800,143,68,172,85,193,92,211,91,199,63,226,64,242,59,255,65,197,50,163,39,132,34,237,90,종로구,삼청동
1101055,9116,1549,1147,213,841,154,711,187,652,152,899,110,965,111,913,85,835,80,611,61,481,114,364,85,697,197,종로구,부암동
1101056,15369,1617,1269,136,1173,123,1172,143,1075,121,1479,112,1691,123,1775,119,1604,113,1130,86,854,79,725,68,1422,394,종로구,평창동
1101057,6358,787,460,48,426,47,455,64,555,75,832,57,748,49,712,64,622,57,428,44,362,75,280,56,478,151,종로구,무악동
1101058,4225,710,297,40,317,49,349,59,361,56,460,59,392,48,477,61,366,48,345,48,315,70,222,49,324,123,종로구,교남동
1101060,3981,1149,254,97,313,120,384,150,364,134,435,105,428,101,363,67,341,65,315,61,266,75,158,46,360,128,종로구,가회동
1101061,6822,3496,556,445,650,430,589,321,496,252,556,351,571,274,674,257,786,322,630,268,464,190,324,137,526,249,종로구,종로1234가동
1101063,5036,2156,584,381,499,331,412,228,326,168,400,139,467,160,526,136,516,139,375,104,319,136,218,97,394,137,종로구,종로56가동
1101064,8343,2963,1159,502,1386,589,1007,501,658,303,678,154,656,143,674,122,590,113,468,93,345,137,294,121,428,185,종로구,이화동
1101067,5971,1621,427,82,565,116,525,185,426,139,532,130,638,151,762,174,692,140,470,102,375,168,232,104,327,130,종로구,창신1동
1101068,9957,1949,844,98,975,112,813,191,703,140,914,151,1196,194,1247,212,1092,187,725,170,538,162,368,109,542,223,종로구,창신2동
1101069,6315,988,571,78,569,83,582,111,513,86,631,90,694,96,695,74,677,75,442,49,324,74,245,60,372,112,종로구,창신3동
1101070,6028,1475,510,102,531,114,629,227,527,173,618,116,617,112,640,107,582,99,438,82,330,90,235,64,371,189,종로구,숭인1동
1101071,8835,3379,768,435,1044,627,1005,499,739,340,733,212,799,229,878,172,833,176,678,142,496,183,361,133,501,231,종로구,숭인2동
1101072,10783,1691,844,133,835,150,1002,234,1106,227,1292,144,1218,129,1039,96,868,78,670,59,570,98,449,78,890,265,종로구,청운효자동
1101073,18870,7066,3782,2500,3344,2139,1863,661,1336,425,1439,232,1380,216,1306,131,1187,131,849,91,715,97,491,67,1178,376,종로구,혜화동
1102052,1523,695,51,27,152,90,200,106,185,100,168,64,176,68,162,72,131,56,100,43,100,36,52,19,46,14,중구,소공동
1102054,4581,1332,214,57,388,117,364,146,354,139,358,130,422,150,528,101,624,128,467,99,329,103,194,66,339,96,중구,회현동
1102055,3405,1700,222,211,309,263,289,181,278,177,358,149,340,146,371,137,353,125,299,106,222,84,167,58,197,63,중구,명동
1102057,4479,1910,813,438,605,320,446,208,305,125,298,122,336,131,323,95,411,122,286,92,191,72,225,87,240,98,중구,필동
1102058,5650,2314,1138,645,939,491,602,291,421,194,404,100,388,104,359,76,394,97,293,73,238,60,154,53,320,130,중구,장충동
1102059,5086,2154,385,214,588,452,493,249,373,175,373,187,396,149,536,123,594,153,493,125,332,125,227,96,296,106,중구,광희동
1102060,1385,826,59,47,125,98,131,88,81,54,87,54,119,70,155,75,202,99,170,84,118,83,58,43,80,31,중구,을지로동
1102065,8568,2055,681,198,693,226,819,258,858,238,866,187,934,191,891,150,843,145,579,113,484,105,381,78,539,166,중구,신당5동
1102067,11081,3331,772,358,1217,588,1429,507,1173,378,1009,259,977,245,1051,177,1033,181,827,152,630,150,389,92,574,244,중구,황학동
1102068,7168,1279,458,83,610,123,730,139,760,122,696,103,645,93,664,81,730,90,530,72,459,87,333,65,553,221,중구,중림동
1102069,9507,3531,706,313,827,374,1098,541,1125,474,1336,506,950,356,922,188,781,169,634,144,454,176,291,115,383,175,중구,신당동
1102070,13052,2628,1137,327,1295,391,1499,411,1168,279,1249,182,1255,175,1188,136,1227,143,898,106,728,117,518,83,890,278,중구,다산동
1102071,15367,2412,1042,141,1211,195,1505,198,1474,166,1533,174,1358,145,1475,184,1575,186,1203,133,981,192,705,166,1305,532,중구,약수동
1102072,12488,2111,985,177,1106,203,1335,229,1137,178,1242,154,1165,141,1206,122,1212,133,855,103,704,182,551,143,990,346,중구,청구동
1102073,9084,1018,800,77,727,74,815,113,856,104,982,96,929,86,993,66,932,65,643,46,471,75,299,45,637,171,중구,동화동
1103051,15069,3136,1196,229,1387,311,1612,456,1464,380,1559,277,1555,270,1481,204,1337,204,1000,163,827,169,663,136,988,337,용산구,후암동
1103052,10502,2644,713,246,1097,404,1389,499,1008,323,1007,183,909,160,858,130,998,158,732,121,613,116,464,99,714,205,용산구,용산2가동
1103053,6901,2831,406,225,591,325,647,325,510,241,620,231,741,276,791,221,760,232,636,212,436,218,279,140,484,185,용산구,남영동
1103057,11847,1712,901,128,801,126,1192,229,1198,201,1378,141,1293,123,1240,117,1087,101,793,81,650,110,498,85,816,270,용산구,원효로2동
1103058,7671,1161,673,121,628,132,744,159,759,141,843,84,829,80,743,76,698,65,465,54,388,67,330,63,571,119,용산구,효창동
1103059,10006,1626,710,147,793,191,1084,213,1057,182,1117,123,987,106,931,95,951,100,690,78,598,106,414,73,674,212,용산구,용문동
1103063,19463,1506,1127,44,1187,52,1659,79,2220,91,2711,152,2373,129,1876,81,1715,75,1181,52,939,109,822,94,1653,548,용산구,이촌1동
1103064,7539,1145,463,72,562,98,815,133,727,110,729,104,633,98,726,63,804,68,636,59,489,58,351,43,604,239,용산구,이촌2동
1103065,6953,2077,472,189,782,312,827,309,744,307,624,179,607,151,601,88,611,88,494,83,360,93,322,83,509,195,용산구,이태원1동
1103066,8742,2482,536,218,897,371,1134,418,941,310,894,227,717,181,697,104,769,108,576,79,485,94,332,66,764,306,용산구,이태원2동
1103069,10512,1587,843,141,698,121,781,177,915,187,1304,120,1379,127,1230,94,867,56,614,57,507,103,429,78,945,326,용산구,서빙고동
1103070,14269,4087,1156,346,1423,447,1507,583,1301,473,1379,324,1444,329,1434,295,1321,274,925,197,841,221,512,142,1026,456,용산구,보광동
1103071,18717,5989,2613,1318,2269,1128,1990,806,1551,581,1669,387,1706,377,1658,242,1463,226,1062,154,905,235,714,201,1117,334,용산구,청파동
1103072,11312,2282,854,262,1189,323,1584,428,1401,296,1191,220,989,171,981,95,980,104,673,72,556,91,404,67,510,153,용산구,원효로1동
1103073,13265,3980,979,404,1221,387,1509,728,1366,857,1259,395,1038,310,1228,136,1324,152,999,119,815,110,605,80,922,302,용산구,한강로동
1103074,18463,5314,1138,442,1823,743,2384,881,2035,703,1788,494,1682,447,1682,286,1679,292,1260,231,1017,213,751,149,1224,433,용산구,한남동
1104052,13212,2301,1150,263,1258,311,1325,273,1252,229,1416,215,1365,204,1344,137,1239,132,933,100,719,104,528,81,683,252,성동구,왕십리2동
1104054,20118,3908,2127,706,2224,757,2006,470,1626,343,1830,218,1956,226,1989,173,1869,176,1414,137,1090,157,755,118,1232,427,성동구,마장동
1104055,13694,6208,3440,2352,2924,2028,1332,592,816,339,833,147,821,127,805,107,745,100,544,71,488,93,333,66,613,186,성동구,사근동
1104056,11811,2078,1226,296,1349,338,1157,217,1092,191,1077,143,1068,145,1149,98,1119,103,792,82,633,128,444,89,705,248,성동구,행당1동
1104057,19707,1948,1436,67,1369,69,2044,185,2376,193,2624,167,2126,125,1830,139,1738,137,1233,108,1029,177,738,129,1164,452,성동구,행당2동
1104058,12752,1281,863,63,836,67,1218,151,1455,153,1709,130,1445,105,1208,86,1034,78,843,67,727,91,541,63,873,227,성동구,응봉동
1104059,10794,1510,768,57,758,62,1050,154,1084,149,1143,120,1168,120,1029,112,1098,132,808,102,643,127,488,95,757,280,성동구,금호1가동
1104062,11690,1787,784,79,911,102,1371,217,1511,222,1322,182,1058,145,1072,137,1087,148,803,127,602,109,434,82,735,237,성동구,금호4가동
1104065,13787,2552,1197,220,1299,286,1551,398,1352,318,1445,229,1492,221,1506,160,1335,157,870,107,635,120,427,84,678,252,성동구,성수1가1동
1104066,14439,3116,1116,349,1645,577,1836,538,1555,418,1445,224,1326,197,1360,145,1445,162,892,107,686,109,436,67,697,223,성동구,성수1가2동
1104067,16544,3609,1325,288,1614,383,1644,387,1476,321,1492,283,1639,302,1984,365,1809,364,1232,270,859,179,598,114,872,353,성동구,성수2가1동
1104068,10563,2515,806,293,1125,415,1278,373,968,276,909,192,938,185,1055,130,1109,140,817,118,568,111,391,61,599,221,성동구,성수2가3동
1104069,10124,2625,808,240,886,270,1082,297,936,235,940,205,1076,221,1190,270,1088,265,768,189,550,163,327,91,473,179,성동구,송정동
1104070,14564,4351,1168,468,1327,566,1394,684,1235,489,1449,284,1606,327,1646,346,1443,316,1043,213,838,210,538,130,877,318,성동구,용답동
1104071,19058,3193,1754,336,1830,406,2046,432,2008,380,1772,232,1790,221,1963,202,1715,205,1238,145,940,172,785,134,1217,328,성동구,왕십리도선동
1104072,18014,2521,1320,117,1396,153,2083,326,2064,327,1927,279,1708,246,1671,136,1623,138,1261,117,1001,173,760,137,1200,372,성동구,금호23가동
1104073,17995,2257,1200,97,1527,138,2238,302,2193,267,1990,283,1517,208,1647,137,1697,149,1248,115,933,155,703,113,1102,293,성동구,옥수동
1105053,25411,15047,6252,4807,5885,4406,3295,2309,1756,1169,1315,498,1284,464,1324,293,1264,284,977,223,739,160,525,121,795,313,광진구,화양동
1105054,20354,6972,3344,1704,2952,1521,2497,1006,1730,643,1560,316,1539,309,1636,301,1620,328,1146,236,883,183,558,109,889,316,광진구,군자동
1105055,13662,3374,1048,285,1496,444,1762,540,1320,372,1191,270,1257,279,1375,256,1352,260,973,200,726,157,457,93,705,218,광진구,중곡1동
1105056,18270,3859,1634,401,1935,526,2311,692,1700,461,1705,266,1783,270,1887,261,1707,238,1244,176,927,179,597,111,840,278,광진구,중곡2동
1105057,14669,3645,1235,272,1447,360,1640,485,1319,360,1347,322,1551,364,1609,331,1469,309,1019,232,803,201,488,124,742,285,광진구,중곡3동
1105058,25371,3929,2201,257,2186,281,2677,477,2331,371,2446,341,2772,369,2628,336,2538,333,1874,262,1453,264,986,172,1279,466,광진구,중곡4동
1105059,10298,4028,791,450,1495,848,1756,901,1178,597,894,298,793,239,740,140,799,138,569,113,501,120,280,62,502,122,광진구,능동
1105060,19692,6488,1712,737,2520,1155,2684,1249,1979,859,1839,535,1808,507,1848,332,1683,305,1151,228,925,195,604,131,939,255,광진구,구의1동
1105061,19981,3035,1591,231,1686,279,2087,362,1980,312,2115,267,2050,248,2008,214,1942,227,1509,165,1136,193,736,121,1141,416,광진구,구의2동
1105062,23346,3269,2000,345,2267,441,2561,565,2246,449,2349,229,2551,238,2455,168,2405,174,1539,119,1120,151,775,104,1078,286,광진구,구의3동
1105063,25985,1408,2284,82,1833,72,1953,130,2557,147,4174,108,3958,97,2859,123,2100,93,1367,65,868,83,788,74,1244,334,광진구,광장동
1105064,19986,5012,1750,593,2192,789,2415,829,1948,604,1826,324,1942,334,2030,291,1851,299,1336,227,957,213,683,145,1056,364,광진구,자양1동
1105065,21241,3334,1753,269,1882,302,2454,543,2276,460,2172,288,2115,277,2095,219,2191,244,1580,174,1054,150,721,110,948,298,광진구,자양2동
1105066,24781,2563,1986,186,2218,204,2599,287,2500,241,2736,202,2604,206,2603,195,2601,178,1817,137,1047,144,772,98,1298,485,광진구,자양3동
1105067,25085,6127,1981,562,2624,818,2529,697,1985,490,2104,510,2489,593,3067,561,2904,578,2038,417,1370,324,826,204,1168,373,광진구,자양4동
1106071,12278,5646,3430,2284,2194,1437,1233,559,853,353,730,133,712,126,687,122,648,115,506,92,419,134,273,87,593,204,동대문구,회기동
1106072,13487,3560,1681,747,1840,826,1429,463,1021,288,1093,147,1152,153,1156,146,1082,139,957,134,713,155,540,116,823,246,동대문구,휘경1동
